file,QC_status,num_seqs,sum_len,min_len,avg_len,max_len,Scheme,MLST,allele1,allele2,allele3,allele4,allele5,allele6,allele7,K_Locus,O_Locus,Poppunk,Location
SAMN02368237,PASS,89,"4,971,163",200,"55,855.80","516,439",vparahaemolyticus,61,dnaE(37),gyrB(14),recA(14),dtdS(9),pntA(14),pyrC(34),tnaA(26),KLUT4-1,OL5,34,USA:WA
SAMN08965160,PASS,88,"5,041,744",205,"57,292.50","532,448",vparahaemolyticus,61,dnaE(37),gyrB(14),recA(14),dtdS(9),pntA(14),pyrC(34),tnaA(26),KLUT4-1,OL5,34,USA
SAMN09295483,PASS,87,"4,968,215",205,"57,105.90","402,709",vparahaemolyticus,61,dnaE(37),gyrB(14),recA(14),dtdS(9),pntA(14),pyrC(34),tnaA(26),KLUT4-1,OL5,34,USA
SAMN08965154,PASS,85,"5,042,957",220,"59,328.90","516,905",vparahaemolyticus,61,dnaE(37),gyrB(14),recA(14),dtdS(9),pntA(14),pyrC(34),tnaA(26),KLUT4-1,OL5,34,USA
SAMN08469560,PASS,79,"4,968,038",217,"62,886.60","721,962",vparahaemolyticus,61,dnaE(37),gyrB(14),recA(14),dtdS(9),pntA(14),pyrC(34),tnaA(26),KLUT4-1,OL5,34,USA
SAMN28232267,FLAG,86,"5,136,097",201,"59,722.10","1,339,721",vibrio,62,gyrB(52),pyrH(36),recA(52),atpA(19),0,0,0,KLUT2,OL8,#N/A,Germany
SAMN16252928,FLAG,83,"6,005,098",203,"72,350.60","1,783,453",vibrio,62,gyrB(52),pyrH(36),recA(52),atpA(19),0,0,0,KLUT2,OL8,#N/A,Germany
SAMN16252940,FLAG,109,"5,119,782",207,"46,970.50","415,667",vibrio,62,gyrB(52),pyrH(36),recA(52),atpA(19),0,0,0,KLUT2,OL8,#N/A,Germany
SAMN07185546,FLAG,84,"5,130,850",203,"61,081.50","530,746",vibrio,62,gyrB(52),pyrH(36),recA(52),atpA(19),0,0,0,KLUT2,OL8,#N/A,USA
SAMN19796193,PASS,73,"5,094,403",217,"69,786.30","1,282,696",vparahaemolyticus,64,dnaE(40),gyrB(39),recA(3),dtdS(18),pntA(4),pyrC(36),tnaA(29),KL104,OL1,136,USA:NJ
SAMN18528228,PASS,68,"5,074,742",217,"74,628.60","1,745,763",vparahaemolyticus,64,dnaE(40),gyrB(39),recA(3),dtdS(18),pntA(4),pyrC(36),tnaA(29),KL104,OL1,136,USA:NJ
SAMN18528230,PASS,65,"5,073,484",205,"78,053.60","1,745,775",vparahaemolyticus,64,dnaE(40),gyrB(39),recA(3),dtdS(18),pntA(4),pyrC(36),tnaA(29),KL104,OL1,136,USA:NJ
SAMN26659663,PASS,93,"5,040,574",203,"54,199.70","1,206,208",vparahaemolyticus,97,dnaE(45),gyrB(60),recA(55),dtdS(59),pntA(14),pyrC(57),tnaA(7),KL139,OL11,549,USA:NJ
SAMN18528229,PASS,75,"5,019,794",203,"66,930.60","777,415",vparahaemolyticus,104,dnaE(60),gyrB(67),recA(4),dtdS(53),pntA(43),pyrC(63),tnaA(23),KL52,OL12,82,USA:NJ
SAMN13634689,PASS,95,"5,024,494",200,"52,889.40","807,415",vparahaemolyticus,107,dnaE(62),gyrB(69),recA(57),dtdS(61),pntA(46),pyrC(65),tnaA(24),KL156,OL12,300,"USA:OR, GBE"
SAMN02368251,PASS,82,"5,040,492",208,"61,469.40","917,153",vparahaemolyticus,108,dnaE(26),gyrB(58),recA(53),dtdS(19),pntA(28),pyrC(9),tnaA(26),KL34,OL4,182,USA:VA
SAMN03358820,PASS,112,"4,948,831",200,"44,186","492,184",vparahaemolyticus,113,dnaE(63),gyrB(62),recA(25),dtdS(54),pntA(4),pyrC(56),tnaA(45),KL30-1,OL5,1031,USA:ME
SAMN33426068,PASS,75,"5,112,345",203,"68,164.60","1,312,127",vparahaemolyticus,121,dnaE(3),gyrB(2),recA(82),dtdS(50),pntA(4),pyrC(78),tnaA(66),KL6,OL3_or_OL13,152,USA
SAMN20458875,FLAG,78,"5,268,049",203,"67,539.10","901,463",vibrio,124,gyrB(102),pyrH(40),recA(96),atpA(19),0,0,0,KL9,OL4,#N/A,USA:NJ
SAMN27590653,PASS,93,"5,177,810",200,"55,675.40","1,073,794",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN27917785,PASS,73,"5,190,328",202,"71,100.40","1,073,409",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN08965104,PASS,112,"5,134,753",200,"45,846","548,049",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN08965110,PASS,95,"5,187,379",200,"54,604","396,876",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN13283487,PASS,95,"6,070,780",200,"63,902.90","1,073,772",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN08965101,PASS,93,"5,195,191",200,"55,862.30","569,600",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN13283484,PASS,91,"5,164,997",200,"56,758.20","789,092",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN09242504,PASS,83,"5,185,179",200,"62,472","528,034",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN09242501,PASS,83,"5,286,902",200,"63,697.60","702,765",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN13245794,PASS,80,"5,199,003",200,"64,987.50","1,073,772",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN08965124,PASS,77,"5,190,970",200,"67,415.20","703,361",vparahaemolyticus,130,dnaE(85),gyrB(13),recA(67),dtdS(1),pntA(35),pyrC(88),tnaA(67),KL156,OL12,35,USA
SAMN27590643,PASS,90,"5,299,961",202,"58,888.50","1,004,442",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA
SAMN27590318,PASS,87,"5,302,161",204,"60,944.40","1,001,607",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA
SAMN33843936,PASS,83,"5,271,808",204,"63,515.80","996,097",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA
SAMN33843934,PASS,77,"5,289,738",204,"68,697.90","814,041",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA
SAMN09242542,PASS,229,"5,379,125",204,"23,489.60","504,019",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA
SAMN21578977,PASS,94,"5,301,046",205,"56,394.10","814,759",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA:CA
SAMN28093305,PASS,94,"5,301,046",205,"56,394.10","814,759",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA:CA
SAMN21578991,PASS,90,"5,298,528",202,"58,872.50","814,697",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA:NV
SAMN28093311,PASS,90,"5,298,528",202,"58,872.50","814,697",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA:NV
SAMN21578981,PASS,86,"5,381,701",202,"62,577.90","814,754",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA:CA
SAMN28093307,PASS,86,"5,381,701",202,"62,577.90","814,754",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL117,OL6,16,USA:CA
SAMN32973011,PASS,53,"5,155,861",204,"97,280.40","1,910,784",vparahaemolyticus,135,dnaE(17),gyrB(16),recA(95),dtdS(7),pntA(24),pyrC(16),tnaA(20),KL18,OL6,16,USA:NJ
SAMN08965175,PASS,94,"5,463,340",202,"58,120.60","713,252",vparahaemolyticus,136,dnaE(45),gyrB(16),recA(92),dtdS(101),pntA(4),pyrC(32),tnaA(23),KL156,OL5,295,USA
SAMN13283490,PASS,136,"5,306,149",203,"39,015.80","442,330",vparahaemolyticus,137,dnaE(31),gyrB(4),recA(91),dtdS(69),pntA(26),pyrC(90),tnaA(23),KL110,OL3_or_OL13,117,USA
SAMN13283457,PASS,85,"5,315,860",203,"62,539.50","972,123",vparahaemolyticus,137,dnaE(31),gyrB(4),recA(91),dtdS(69),pntA(26),pyrC(90),tnaA(23),KL110,OL3_or_OL13,117,USA
SAMN13283464,PASS,80,"5,315,275",203,"66,440.90","972,123",vparahaemolyticus,137,dnaE(31),gyrB(4),recA(91),dtdS(69),pntA(26),pyrC(90),tnaA(23),KL110,OL3_or_OL13,117,USA
SAMN13283515,PASS,79,"5,314,930",203,"67,277.60","972,123",vparahaemolyticus,137,dnaE(31),gyrB(4),recA(91),dtdS(69),pntA(26),pyrC(90),tnaA(23),KL110,OL3_or_OL13,117,USA
SAMN09242518,PASS,59,"5,150,766",210,"87,301.10","820,947",vparahaemolyticus,137,dnaE(31),gyrB(4),recA(91),dtdS(69),pntA(26),pyrC(90),tnaA(23),KL110,OL3_or_OL13,117,USA
SAMN08902771,FAIL,348,"5,839,581",203,"16,780.40","318,013",vparahaemolyticus,137,dnaE(31),gyrB(4),recA(91),dtdS(69),pntA(26),pyrC(90),tnaA(23),KL110,OL3_or_OL13,#N/A,USA
SAMN27590641,PASS,81,"5,256,087",202,"64,890","943,092",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN12783981,PASS,167,"5,114,113",201,"30,623.40","218,230",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN12784264,PASS,153,"5,128,797",201,"33,521.50","397,641",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN12783995,PASS,116,"5,135,278",206,"44,269.60","403,311",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965178,PASS,108,"5,146,980",201,"47,657.20","397,641",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN09296187,PASS,105,"5,201,129",204,"49,534.60","472,158",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN13808808,PASS,102,"5,155,224",204,"50,541.40","397,641",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965164,PASS,98,"5,152,464",206,"52,576.20","375,295",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965153,PASS,93,"5,146,412",201,"55,337.80","397,875",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN09242487,PASS,93,"5,152,420",201,"55,402.40","473,871",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965158,PASS,92,"5,155,772",201,"56,041","375,295",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN14064563,PASS,82,"5,155,937",201,"62,877.30","472,158",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN09074990,PASS,81,"5,257,666",201,"64,909.50","468,576",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965189,PASS,79,"5,154,762",204,"65,250.20","472,158",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965113,PASS,78,"5,154,770",206,"66,086.80","397,641",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965194,PASS,78,"5,157,365",201,"66,120.10","618,631",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN13808833,PASS,77,"5,158,687",204,"66,995.90","555,071",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965103,PASS,77,"5,162,403",206,"67,044.20","375,295",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN13809858,PASS,74,"5,257,107",210,"71,042","942,709",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965102,PASS,73,"5,162,556",201,"70,719.90","525,074",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN09242522,PASS,73,"5,165,657",201,"70,762.40","624,643",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08902754,PASS,72,"5,159,602",206,"71,661.10","555,668",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN13283471,PASS,72,"5,258,339",200,"73,032.50","942,753",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN09074393,PASS,71,"5,253,369",201,"73,991.10","472,158",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN13283473,PASS,71,"5,259,017",206,"74,070.70","949,253",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965126,PASS,69,"5,157,118",206,"74,740.80","688,556",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN13283492,PASS,68,"5,264,662",206,"77,421.50","1,101,033",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965132,PASS,62,"5,159,984",206,"83,225.50","689,132",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN13283498,PASS,62,"5,165,270",206,"83,310.80","949,337",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965147,PASS,61,"5,161,368",201,"84,612.60","533,585",vparahaemolyticus,138,dnaE(47),gyrB(58),recA(53),dtdS(104),pntA(26),pyrC(37),tnaA(26),KL34,OL4,18,USA
SAMN08965116,PASS,213,"6,103,094",203,"28,653","305,120",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN14064736,PASS,118,"5,145,769",203,"43,608.20","536,318",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN13809860,PASS,116,"5,150,016",200,"44,396.70","525,086",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN13808809,PASS,92,"5,158,566",203,"56,071.40","535,758",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN13283526,PASS,72,"5,170,660",203,"71,814.70","939,816",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN08469473,PASS,70,"5,167,390",203,"73,819.90","702,556",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN09295481,PASS,67,"5,167,046",203,"77,120.10","813,713",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN13283480,PASS,67,"5,171,239",203,"77,182.70","1,809,767",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN13283494,PASS,66,"5,171,126",203,"78,350.40","1,809,767",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN13283497,PASS,66,"5,285,490",203,"80,083.20","1,809,767",vparahaemolyticus,141,dnaE(31),gyrB(115),recA(22),dtdS(12),pntA(3),pyrC(91),tnaA(68),KLUT1,OL8,49,USA
SAMN09839615,FLAG,70,"5,008,921",204,"71,556","906,429",vibrio,152,gyrB(130),pyrH(101),recA(62),atpA(19),0,0,0,KL6,OL3_or_OL13,#N/A,USA
SAMN27590663,PASS,99,"5,099,460",205,"51,509.70","785,279",vparahaemolyticus,153,dnaE(6),gyrB(6),recA(3),dtdS(17),pntA(11),pyrC(35),tnaA(54),KL156,OL12,103,USA
SAMN06214604,FLAG,66,"5,239,982",201,"79,393.70","775,288",vibrio,160,gyrB(121),pyrH(95),recA(115),atpA(42),0,0,0,KL4,OL3_or_OL13,#N/A,USA
SAMN18528247,PASS,56,"5,039,055",228,"89,983.10","1,316,603",vparahaemolyticus,162,dnaE(47),gyrB(58),recA(53),dtdS(19),pntA(50),pyrC(37),tnaA(26),KL34,OL4,31,USA:NJ
SAMN27590646,PASS,77,"5,194,902",204,"67,466.30","854,323",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN27591391,PASS,72,"5,271,561",203,"73,216.10","856,938",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN09295475,PASS,76,"5,075,504",200,"66,782.90","498,737",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN09074618,PASS,74,"5,187,829",200,"70,105.80","589,642",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN09074615,PASS,64,"5,189,874",200,"81,091.80","677,963",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN09296051,PASS,63,"5,202,480",200,"82,579","716,750",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN08902719,PASS,61,"5,188,935",200,"85,064.50","698,412",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN09075001,PASS,59,"5,189,281",200,"87,953.90","569,674",vparahaemolyticus,212,dnaE(69),gyrB(92),recA(69),dtdS(114),pntA(54),pyrC(71),tnaA(24),KL32,OL15,58,USA
SAMN19796195,PASS,67,"5,209,250",204,"77,750","777,060",vparahaemolyticus,284,dnaE(135),gyrB(168),recA(98),dtdS(140),pntA(56),pyrC(11),tnaA(33),KL156,OL11,403,USA:NJ
SAMN25285888,PASS,99,"5,390,806",201,"54,452.60","1,834,803",vparahaemolyticus,288,dnaE(3),gyrB(25),recA(60),dtdS(144),pntA(31),pyrC(128),tnaA(26),KL24,OL16,243,USA:NJ
SAMN09242513,PASS,87,"5,147,843",202,"59,170.60","619,949",vparahaemolyticus,308,dnaE(12),gyrB(178),recA(25),dtdS(153),pntA(27),pyrC(78),tnaA(54),KL52,OL12,55,USA
SAMN02368276,PASS,143,"5,064,919",207,"35,419","376,206",vparahaemolyticus,313,dnaE(142),gyrB(29),recA(10),dtdS(7),pntA(4),pyrC(24),tnaA(20),KL120,OL1,5,USA:FL
SAMN03358817,PASS,139,"5,066,051",207,"36,446.40","376,211",vparahaemolyticus,313,dnaE(142),gyrB(29),recA(10),dtdS(7),pntA(4),pyrC(24),tnaA(20),KL120,OL1,5,USA
SAMN02368277,PASS,132,"5,060,866",208,"38,339.90","376,206",vparahaemolyticus,313,dnaE(142),gyrB(29),recA(10),dtdS(7),pntA(4),pyrC(24),tnaA(20),KL120,OL1,5,USA:FL
SAMN20458873,PASS,101,"5,036,386",203,"49,865.20","1,298,221",vparahaemolyticus,320,dnaE(145),gyrB(177),recA(140),dtdS(158),pntA(4),pyrC(132),tnaA(104),KL70,OL8,314,USA:NJ
SAMN20305592,PASS,85,"5,141,710",203,"60,490.70","1,309,348",vparahaemolyticus,320,dnaE(145),gyrB(177),recA(140),dtdS(158),pntA(4),pyrC(132),tnaA(104),KL70,OL8,314,USA:NJ
SAMN02368256,PASS,82,"5,180,692",208,"63,179.20","812,616",vparahaemolyticus,320,dnaE(145),gyrB(177),recA(140),dtdS(158),pntA(4),pyrC(132),tnaA(104),KL70,OL8,314,USA:FL
SAMN28767274,PASS,95,"5,297,263",203,"55,760.70","721,456",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL25,OL11,50,Canada: British Columbia
SAMN27590326,PASS,91,"5,280,059",203,"58,022.60","1,179,635",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN27590323,PASS,90,"5,284,108",203,"58,712.30","1,179,704",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN27591392,PASS,78,"5,269,904",201,"67,562.90","1,179,506",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN33843938,PASS,73,"5,319,718",203,"72,872.80","728,416",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN09242496,PASS,105,"5,249,145",203,"49,991.90","407,290",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN09296178,PASS,85,"5,258,031",203,"61,859.20","618,684",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN08902706,PASS,83,"5,227,709",203,"62,984.40","625,515",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN09242510,PASS,80,"5,261,203",203,"65,765","1,135,413",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN09296181,PASS,80,"5,288,737",203,"66,109.20","625,523",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN09296189,PASS,69,"5,303,852",203,"76,867.40","1,179,878",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN09296196,PASS,69,"5,333,376",200,"77,295.30","1,179,704",vparahaemolyticus,322,dnaE(86),gyrB(117),recA(35),dtdS(19),pntA(26),pyrC(92),tnaA(15),KL120,OL11,50,USA
SAMN27590644,PASS,95,"5,286,485",200,"55,647.20","1,237,200",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA
SAMN27590654,PASS,88,"5,312,280",205,"60,366.80","1,236,482",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA
SAMN09242482,PASS,158,"5,282,857",204,"33,435.80","381,469",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA
SAMN28495046,PASS,122,"5,318,819",205,"43,596.90","1,008,497",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,"Canada: Parksville, British Columbia"
SAMN13283463,PASS,105,"5,365,480",203,"51,099.80","1,348,848",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA
SAMN21578987,PASS,101,"5,284,969",200,"52,326.40","1,031,483",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA:NV
SAMN28093310,PASS,101,"5,284,969",200,"52,326.40","1,031,483",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA:NV
SAMN09296210,PASS,97,"5,348,225",209,"55,136.30","755,928",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA
